"","ID","Case.Number","Date","Block","IUCR","Primary.Type","Description","Location.Description","Arrest","Domestic","Beat","District","Ward","Community.Area","FBI.Code","X.Coordinate","Y.Coordinate","Year","Updated.On","Latitude","Longitude","Location"
"260578",21804,"HY207131","04/02/2015 12:51:00 AM","068XX S JEFFERY BLVD","0110","HOMICIDE","FIRST DEGREE MURDER","APARTMENT","true","true",332,3,5,43,"01A",1190721,1860087,2015,"08/17/2015 03:03:40 PM",41.771096902,-87.576434913,"(41.771096902, -87.576434913)"
"260579",21805,"HY207153","04/02/2015 02:26:00 AM","021XX W 71ST PL","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","false","false",735,7,17,67,"01A",1163433,1857227,2015,"08/17/2015 03:03:40 PM",41.763864124,-87.676542751,"(41.763864124, -87.676542751)"
"260580",21806,"HY208263","04/02/2015 09:08:00 PM","001XX E 69TH ST","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","true","false",322,3,20,69,"01A",1178585,1859304,2015,"08/17/2015 03:03:40 PM",41.769232737,-87.620944418,"(41.769232737, -87.620944418)"
"260581",21807,"HY208837","04/03/2015 12:08:00 PM","058XX S DR MARTIN LUTHER KING JR DR","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","false","false",232,2,20,40,"01A",1179923,1866304,2015,"08/17/2015 03:03:40 PM",41.788410913,-87.615825885,"(41.788410913, -87.615825885)"
"260582",21808,"HY209027","04/03/2015 02:37:00 PM","070XX S NORMAL BLVD","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","false","false",732,7,6,68,"01A",1174163,1858322,2015,"08/17/2015 03:03:40 PM",41.766637378,-87.637182455,"(41.766637378, -87.637182455)"
"260583",21809,"HY210099","04/04/2015 12:18:00 PM","065XX S MARSHFIELD AVE","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","true","false",725,7,15,67,"01A",1166451,1861318,2015,"11/28/2015 03:50:40 PM",41.7750266,-87.665364618,"(41.7750266, -87.665364618)"
"260584",21810,"HY210359","04/04/2015 05:07:00 PM","078XX S SEELEY AVE","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","false","false",611,6,18,71,"01A",1164056,1852703,2015,"08/17/2015 03:03:40 PM",41.751436547,-87.674386315,"(41.751436547, -87.674386315)"
"260585",21811,"HY214108","04/08/2015 02:53:00 AM","027XX W BLOOMINGDALE AVE","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","true","false",1421,14,1,22,"01A",1157980,1911871,2015,"09/17/2015 11:34:46 AM",41.91392608,-87.695040991,"(41.91392608, -87.695040991)"
"260586",21812,"HY214352","04/08/2015 11:37:00 AM","025XX E 84TH ST","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","true","false",423,4,7,46,"01A",1194440,1849766,2015,"08/17/2015 03:03:40 PM",41.742684668,-87.563141378,"(41.742684668, -87.563141378)"
"260587",21813,"HY214581","04/08/2015 02:25:00 PM","066XX W BELDEN AVE","0110","HOMICIDE","FIRST DEGREE MURDER","HOUSE","true","true",2512,25,36,18,"01A",1131571,1914340,2015,"08/17/2015 03:03:40 PM",41.921199662,-87.792007111,"(41.921199662, -87.792007111)"
"260588",21814,"HY217489","04/10/2015 11:16:00 PM","113XX S GREEN ST","0110","HOMICIDE","FIRST DEGREE MURDER","HOUSE","true","true",2234,22,34,75,"01A",1172679,1829705,2015,"08/17/2015 03:03:40 PM",41.68814117,-87.643462515,"(41.68814117, -87.643462515)"
"260589",21815,"HY218517","04/11/2015 09:27:00 PM","004XX E 72ND ST","0110","HOMICIDE","FIRST DEGREE MURDER","AUTO","false","false",323,3,6,69,"01A",1180300,1857373,2015,"08/17/2015 03:03:40 PM",41.76389472,-87.61471722,"(41.76389472, -87.61471722)"
"260590",21817,"HY201343","04/03/2015 07:00:00 AM","088XX S COTTAGE GROVE AVE","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","true","false",632,6,8,44,"01A",1183114,1846319,2015,"08/17/2015 03:03:40 PM",41.733496394,-87.604746446,"(41.733496394, -87.604746446)"
"260591",21818,"HY132431","02/05/2015 07:00:00 AM","119XX S YALE AVE","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","true","false",522,5,9,53,"01A",1176760,1825767,2015,"01/10/2016 08:18:39 AM",41.677244043,-87.628640273,"(41.677244043, -87.628640273)"
"260592",21819,"HY222476","04/15/2015 03:16:00 AM","045XX N BROADWAY","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","false","false",1913,19,46,3,"01A",1168276,1930258,2015,"08/17/2015 03:03:40 PM",41.96416436,-87.656682274,"(41.96416436, -87.656682274)"
"260593",21820,"HY226249","04/18/2015 12:55:00 AM","010XX N SPRINGFIELD AVE","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","true","false",1112,11,27,23,"01A",1150193,1906754,2015,"08/17/2015 03:03:40 PM",41.900039997,-87.72378279,"(41.900039997, -87.72378279)"
"260594",21821,"HY226327","04/18/2015 01:22:00 AM","026XX W CHICAGO AVE","0110","HOMICIDE","FIRST DEGREE MURDER","RESTAURANT","true","false",1211,12,26,24,"01A",1158615,1905227,2015,"08/17/2015 03:03:40 PM",41.895681406,-87.692890346,"(41.895681406, -87.692890346)"
"260595",21822,"HY227673","04/19/2015 05:38:00 AM","023XX S WASHTENAW AVE","0110","HOMICIDE","FIRST DEGREE MURDER","AUTO","false","false",1034,10,12,30,"01A",1158738,1888161,2015,"08/17/2015 03:03:40 PM",41.848848115,-87.692906249,"(41.848848115, -87.692906249)"
"260596",21823,"HY227705","04/19/2015 06:35:00 AM","027XX N LAVERGNE AVE","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","false","false",2521,25,31,19,"01A",1142577,1917911,2015,"08/17/2015 03:03:40 PM",41.930801083,-87.751478832,"(41.930801083, -87.751478832)"
"260597",21824,"HY227705","04/19/2015 06:35:00 AM","027XX N LAVERGNE AVE","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","false","false",2521,25,31,19,"01A",1142577,1917911,2015,"08/17/2015 03:03:40 PM",41.930801083,-87.751478832,"(41.930801083, -87.751478832)"
"260598",21825,"HY229848","04/20/2015 10:17:00 PM","102XX S MAY ST","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","false","false",2232,22,34,73,"01A",1170459,1836977,2015,"08/17/2015 03:03:40 PM",41.708145189,-87.651378966,"(41.708145189, -87.651378966)"
"260599",21826,"HY229305","04/20/2015 03:54:00 PM","060XX S DR MARTIN LUTHER KING JR DR","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","false","false",313,3,20,42,"01A",1179958,1864968,2015,"08/17/2015 03:03:40 PM",41.784744,-87.615738439,"(41.784744, -87.615738439)"
"260600",21827,"HY229969","04/21/2015 02:35:00 AM","000XX W 43RD ST","0110","HOMICIDE","FIRST DEGREE MURDER","AUTO","false","false",215,2,3,38,"01A",1176915,1876510,2015,"08/17/2015 03:03:40 PM",41.816485491,-87.6265473,"(41.816485491, -87.6265473)"
"260601",21828,"HY231077","04/21/2015 10:11:00 PM","072XX S BENNETT AVE","0110","HOMICIDE","FIRST DEGREE MURDER","AUTO","true","true",324,3,5,43,"01A",1189960,1857371,2015,"08/17/2015 03:03:40 PM",41.76366232,-87.579311694,"(41.76366232, -87.579311694)"
"260602",21829,"HY230461","04/21/2015 01:49:00 PM","034XX W OGDEN AVE","0110","HOMICIDE","FIRST DEGREE MURDER","LIQUOR STORE","false","false",1024,10,24,29,"01A",1153548,1890574,2015,"08/17/2015 03:03:40 PM",41.855574302,-87.71189003,"(41.855574302, -87.71189003)"
"260603",21830,"HY233228","04/23/2015 06:10:00 PM","014XX E 73RD ST","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","false","false",324,3,5,43,"01A",1187233,1856882,2015,"08/17/2015 03:03:40 PM",41.762385622,-87.589322086,"(41.762385622, -87.589322086)"
"260604",21831,"HY233901","04/24/2015 10:20:00 AM","070XX S TALMAN AVE","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","false","false",831,8,18,66,"01A",1159921,1857938,2015,"08/17/2015 03:03:40 PM",41.765888079,-87.689395594,"(41.765888079, -87.689395594)"
"260605",21832,"HY234893","04/24/2015 11:21:00 PM","093XX S LA SALLE ST","0110","HOMICIDE","FIRST DEGREE MURDER","HOUSE","false","false",634,6,21,49,"01A",1176922,1843044,2015,"08/17/2015 03:03:40 PM",41.724650968,-87.627529047,"(41.724650968, -87.627529047)"
"260606",21833,"HY234991","04/25/2015 02:26:00 AM","034XX S HAMILTON AVE","0110","HOMICIDE","FIRST DEGREE MURDER","YARD","false","false",912,9,11,59,"01A",1162583,1881752,2015,"08/17/2015 03:03:40 PM",41.831181589,-87.678973942,"(41.831181589, -87.678973942)"
"260607",21835,"HY236576","04/26/2015 01:15:00 PM","035XX W FLOURNOY ST","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","false","false",1133,11,24,27,"01A",1152944,1896804,2015,"08/17/2015 03:03:40 PM",41.872682099,-87.713942029,"(41.872682099, -87.713942029)"
"260608",21836,"HY239281","04/28/2015 03:30:00 PM","132XX S FORRESTVILLE AVE","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","false","false",533,5,9,54,"01A",1182321,1817693,2015,"08/17/2015 03:03:40 PM",41.65496118,-87.608534028,"(41.65496118, -87.608534028)"
"260609",21839,"HY240475","04/29/2015 02:01:00 PM","048XX S WINCHESTER AVE","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","true","false",931,9,20,61,"01A",1164172,1872502,2015,"01/10/2016 08:18:39 AM",41.805765182,-87.673404434,"(41.805765182, -87.673404434)"
"260610",21840,"HY240344","04/29/2015 12:45:00 PM","012XX W WASHBURNE AVE","0110","HOMICIDE","FIRST DEGREE MURDER","CHA PARKING LOT","true","false",1233,12,2,28,"01A",1168296,1894531,2015,"08/31/2015 03:38:55 PM",41.866126984,-87.657643628,"(41.866126984, -87.657643628)"
"260611",21842,"HY241278","04/30/2015 07:37:00 AM","048XX N LAKE SHORE DR NB","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","false","false",2024,20,48,3,"01A",1170545,1932813,2015,"08/17/2015 03:03:40 PM",41.971125877,-87.648264775,"(41.971125877, -87.648264775)"
"260612",21843,"HY242429","05/01/2015 12:44:00 AM","080XX S PRINCETON AVE","0110","HOMICIDE","FIRST DEGREE MURDER","HOUSE","true","true",623,6,17,44,"01A",1175682,1851641,2015,"12/16/2015 03:52:48 PM",41.748270051,-87.631814453,"(41.748270051, -87.631814453)"
"260613",21844,"HY243252","05/01/2015 06:15:00 PM","013XX E 75TH ST","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","false","false",411,4,5,43,"01A",1186309,1855533,2015,"08/17/2015 03:03:40 PM",41.758705721,-87.592751196,"(41.758705721, -87.592751196)"
"260614",21845,"HY243592","05/01/2015 11:30:00 PM","079XX S ABERDEEN ST","0110","HOMICIDE","FIRST DEGREE MURDER","YARD","false","false",612,6,17,71,"01A",1170363,1852094,2015,"08/17/2015 03:03:40 PM",41.749630493,-87.651291874,"(41.749630493, -87.651291874)"
"260615",21846,"HY243229","05/01/2015 05:14:00 PM","042XX W GRENSHAW ST","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","false","false",1132,11,24,29,"01A",1148274,1894699,2015,"08/17/2015 03:03:40 PM",41.866996922,-87.73114209,"(41.866996922, -87.73114209)"
"260616",21848,"HY243229","05/01/2015 05:34:00 PM","042XX W GRENSHAW ST","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","false","false",1132,11,24,29,"01A",1148274,1894699,2015,"08/17/2015 03:03:40 PM",41.866996922,-87.73114209,"(41.866996922, -87.73114209)"
"260617",21849,"HY244929","05/03/2015 01:05:00 AM","031XX W 64TH ST","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","false","false",823,8,15,66,"01A",1156356,1862019,2015,"08/17/2015 03:03:40 PM",41.777159455,-87.702352906,"(41.777159455, -87.702352906)"
"260618",21852,"HY248286","05/05/2015 04:49:00 PM","062XX N BELL AVE","0110","HOMICIDE","FIRST DEGREE MURDER","APARTMENT","true","true",2413,24,50,2,"01A",1160181,1941554,2015,"08/17/2015 03:03:40 PM",41.995332628,-87.686131356,"(41.995332628, -87.686131356)"
"260619",21853,"HY251159","05/07/2015 08:15:00 PM","070XX S SANGAMON ST","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","true","false",733,7,17,68,"01A",1171191,1858131,2015,"03/26/2016 03:46:55 PM",41.766178742,-87.648081529,"(41.766178742, -87.648081529)"
"260620",21854,"HY253376","05/09/2015 01:22:00 PM","072XX S GREEN ST","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","false","false",733,7,17,68,"01A",1171889,1856864,2015,"08/17/2015 03:03:40 PM",41.76268665,-87.645560247,"(41.76268665, -87.645560247)"
"260621",21855,"HY254085","05/10/2015 12:35:00 AM","074XX S COTTAGE GROVE AVE","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","false","false",323,3,6,69,"01A",1182851,1855760,2015,"08/17/2015 03:03:40 PM",41.759409623,-87.605417347,"(41.759409623, -87.605417347)"
"260622",21856,"HY250608","05/07/2015 01:04:00 PM","083XX S BRANDON AVE","0110","HOMICIDE","FIRST DEGREE MURDER","HOUSE","true","true",424,4,10,46,"01A",1198937,1850030,2015,"08/17/2015 03:03:40 PM",41.743297474,-87.546655814,"(41.743297474, -87.546655814)"
"260623",21857,"HY213507","05/10/2015 07:00:00 AM","047XX N BROADWAY","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","false","false",1913,19,48,3,"01A",1167563,1931722,2015,"08/17/2015 03:03:40 PM",41.968197047,-87.659261403,"(41.968197047, -87.659261403)"
"260624",21858,"HY254429","05/10/2015 10:42:00 AM","052XX W THOMAS ST","0110","HOMICIDE","FIRST DEGREE MURDER","AUTO","true","true",1524,15,37,25,"01A",1141268,1906827,2015,"09/24/2015 07:47:58 PM",41.90040965,-87.756563117,"(41.90040965, -87.756563117)"
"260625",21860,"HY259141","05/13/2015 08:05:00 PM","002XX W 107TH ST","0110","HOMICIDE","FIRST DEGREE MURDER","AUTO","false","false",513,5,34,49,"01A",1176567,1833986,2015,"08/17/2015 03:03:40 PM",41.699802541,-87.629100771,"(41.699802541, -87.629100771)"
"260626",21861,"HY259141","05/13/2015 11:23:00 PM","002XX W 107TH ST","0110","HOMICIDE","FIRST DEGREE MURDER","AUTO","false","false",513,5,34,49,"01A",1176567,1833986,2015,"08/17/2015 03:03:40 PM",41.699802541,-87.629100771,"(41.699802541, -87.629100771)"
"260627",21862,"HY260356","05/14/2015 07:24:00 PM","064XX S DAMEN AVE","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","true","false",726,7,15,67,"01A",1164136,1861909,2015,"08/17/2015 03:03:40 PM",41.776697412,-87.6738345,"(41.776697412, -87.6738345)"
"260628",21863,"HY262032","05/16/2015 01:20:00 AM","013XX W HASTINGS ST","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","false","false",1233,12,2,28,"01A",1167603,1893850,2015,"08/17/2015 03:03:40 PM",41.864273203,-87.660207278,"(41.864273203, -87.660207278)"
"260629",21866,"HY265180","05/18/2015 12:16:00 PM","031XX W 85TH ST","0110","HOMICIDE","FIRST DEGREE MURDER","DRIVEWAY","false","false",835,8,18,70,"01A",1156940,1848070,2015,"08/17/2015 03:03:40 PM",41.738869436,-87.700588072,"(41.738869436, -87.700588072)"
"260630",21867,"HY267833","05/20/2015 11:44:00 AM","022XX W 63RD ST","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","false","false",825,8,15,66,"01A",1162394,1862818,2015,"08/17/2015 03:03:40 PM",41.779228314,-87.680195316,"(41.779228314, -87.680195316)"
"260631",21868,"HY268571","05/20/2015 08:12:00 PM","048XX S KARLOV AVE","0110","HOMICIDE","FIRST DEGREE MURDER","HOUSE","true","true",815,8,14,57,"01A",1149843,1872298,2015,"08/17/2015 03:03:40 PM",41.80549527,-87.725963532,"(41.80549527, -87.725963532)"
"260632",21874,"HY267522","05/20/2015 02:53:00 PM","039XX W SCHOOL ST","0110","HOMICIDE","FIRST DEGREE MURDER","HOUSE","false","false",1732,17,30,21,"01A",1149693,1921655,2015,"08/17/2015 03:03:40 PM",41.940939441,-87.725231207,"(41.940939441, -87.725231207)"
"260633",21875,"HY269141","05/21/2015 12:12:00 PM","084XX S COMMERCIAL AVE","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","false","false",424,4,7,46,"01A",1197600,1849783,2015,"08/17/2015 03:03:40 PM",41.742653123,-87.551562764,"(41.742653123, -87.551562764)"
"260634",21876,"HY271504","05/23/2015 01:46:00 AM","017XX W PIERCE AVE","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","false","false",1433,14,1,24,"01A",1164469,1910424,2015,"08/17/2015 03:03:40 PM",41.909820423,-87.67124264,"(41.909820423, -87.67124264)"
"260635",21877,"HY270036","05/22/2015 05:33:00 PM","013XX W 31ST ST","0110","HOMICIDE","FIRST DEGREE MURDER","ALLEY","true","false",913,9,11,60,"01A",1167829,1884227,2015,"08/17/2015 03:03:40 PM",41.837861963,-87.659654778,"(41.837861963, -87.659654778)"
"260636",21878,"HY271518","05/23/2015 02:51:00 AM","010XX W 14TH PL","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","false","false",1232,12,25,28,"01A",1169791,1893234,2015,"08/17/2015 03:03:40 PM",41.862535492,-87.652193172,"(41.862535492, -87.652193172)"
"260637",21879,"HY271945","05/23/2015 01:15:00 PM","000XX N LARAMIE AVE","0110","HOMICIDE","FIRST DEGREE MURDER","PARKING LOT","false","false",1533,15,28,25,"01A",1141718,1899725,2015,"08/17/2015 03:03:40 PM",41.880912591,-87.75508602,"(41.880912591, -87.75508602)"
"260638",21880,"HY272649","05/24/2015 12:01:00 AM","047XX N TROY ST","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","true","false",1713,17,33,14,"01A",1154525,1931276,2015,"08/17/2015 03:03:40 PM",41.967244668,-87.707213378,"(41.967244668, -87.707213378)"
"260639",21881,"HY272708","05/24/2015 12:48:00 AM","079XX S EAST END AVE","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","false","false",414,4,8,46,"01A",1189028,1852668,2015,"08/17/2015 03:03:40 PM",41.750779238,-87.582877986,"(41.750779238, -87.582877986)"
"260640",21882,"HY272716","05/24/2015 01:35:00 AM","061XX S HONORE ST","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","false","false",714,7,15,67,"01A",1165072,1863943,2015,"08/17/2015 03:03:40 PM",41.782259223,-87.670345664,"(41.782259223, -87.670345664)"
"260641",21883,"HY273328","05/24/2015 05:25:00 PM","032XX W MAYPOLE AVE","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","false","false",1123,11,28,27,"01A",1154669,1900797,2015,"08/17/2015 03:03:40 PM",41.88360497,-87.707501835,"(41.88360497, -87.707501835)"
"260642",21884,"HY273377","05/24/2015 04:45:00 PM","033XX W DIVISION ST","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","true","false",1422,14,26,23,"01A",1153977,1907787,2015,"08/17/2015 03:03:40 PM",41.902800026,-87.709856412,"(41.902800026, -87.709856412)"
"260643",21885,"HY273621","05/24/2015 08:20:00 PM","044XX S COTTAGE GROVE AVE","0110","HOMICIDE","FIRST DEGREE MURDER","ALLEY","true","false",221,2,4,39,"01A",1182342,1875656,2015,"08/17/2015 03:03:40 PM",41.814017834,-87.60666652,"(41.814017834, -87.60666652)"
"260644",21886,"HY274367","05/25/2015 02:33:00 PM","041XX N HAMLIN AVE","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","false","false",1723,17,39,16,"01A",1150314,1927422,2015,"08/17/2015 03:03:40 PM",41.95675242,-87.722797798,"(41.95675242, -87.722797798)"
"260645",21887,"HY274555","05/25/2015 07:46:00 PM","000XX E 36TH PL","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","false","false",213,2,3,35,"01A",1177520,1880982,2015,"08/17/2015 03:03:40 PM",41.828743353,-87.624192644,"(41.828743353, -87.624192644)"
"260646",21888,"HY274690","05/25/2015 08:38:00 PM","049XX W ERIE ST","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","false","false",1532,15,37,25,"01A",1143218,1903861,2015,"08/17/2015 03:03:40 PM",41.892234406,-87.749474726,"(41.892234406, -87.749474726)"
"260647",21889,"HY242453","05/23/2015 06:19:00 PM","037XX S VINCENNES AVE","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","true","false",212,2,4,36,"01A",1180865,1880147,2015,"04/13/2016 03:55:28 PM",41.826375628,-87.611945922,"(41.826375628, -87.611945922)"
"260648",21890,"HY278426","05/28/2015 02:40:00 PM","036XX W 55TH PL","0110","HOMICIDE","FIRST DEGREE MURDER","HOUSE","true","false",822,8,23,62,"01A",1152947,1867552,2015,"08/17/2015 03:03:40 PM",41.792410804,-87.71470444,"(41.792410804, -87.71470444)"
"260649",21891,"HY278426","05/28/2015 02:40:00 PM","036XX W 55TH PL","0110","HOMICIDE","FIRST DEGREE MURDER","HOUSE","true","false",822,8,23,62,"01A",1152947,1867552,2015,"08/17/2015 03:03:40 PM",41.792410804,-87.71470444,"(41.792410804, -87.71470444)"
"260650",21892,"HY279192","05/29/2015 02:00:00 AM","048XX N KENMORE AVE","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","false","false",2024,20,46,3,"01A",1168381,1932320,2015,"08/17/2015 03:03:40 PM",41.969820278,-87.656236308,"(41.969820278, -87.656236308)"
"260651",21893,"HY280615","05/30/2015 02:04:00 AM","009XX W OAKDALE AVE","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","true","false",1933,19,44,6,"01A",1169448,1919781,2015,"08/17/2015 03:03:40 PM",41.935389593,-87.652679121,"(41.935389593, -87.652679121)"
"260652",21894,"HY280557","05/30/2015 01:06:00 AM","009XX W 18TH ST","0110","HOMICIDE","FIRST DEGREE MURDER","TAVERN","true","false",1235,12,25,31,"01A",1170104,1891594,2015,"08/17/2015 03:03:40 PM",41.85802838,-87.651092033,"(41.85802838, -87.651092033)"
"260653",21895,"HY280528","05/30/2015 01:41:00 AM","021XX S FAIRFIELD AVE","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","false","false",1023,10,28,30,"01A",1158364,1889551,2015,"08/17/2015 03:03:40 PM",41.852670072,-87.6942409,"(41.852670072, -87.6942409)"
"260654",21896,"HY282127","05/31/2015 12:49:00 PM","000XX E 88TH ST","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","false","false",632,6,6,44,"01A",1178107,1846660,2015,"08/17/2015 03:03:40 PM",41.734546987,-87.62307913,"(41.734546987, -87.62307913)"
"260655",21897,"HY282612","05/31/2015 07:48:00 PM","001XX N CICERO AVE","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","false","false",1113,11,28,25,"01A",1144352,1900689,2015,"08/17/2015 03:03:40 PM",41.883508816,-87.745389793,"(41.883508816, -87.745389793)"
"260656",21898,"HY282604","05/31/2015 07:58:00 PM","049XX W LAKE ST","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","false","false",1532,15,28,25,"01A",1143348,1901894,2015,"08/17/2015 03:03:40 PM",41.886834297,-87.749046475,"(41.886834297, -87.749046475)"
"260657",21899,"HY283497","06/01/2015 03:00:00 PM","007XX N HAMLIN AVE","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","false","false",1112,11,27,23,"01A",1150923,1904681,2015,"08/17/2015 03:03:40 PM",41.894337212,-87.721155793,"(41.894337212, -87.721155793)"
"260658",21900,"HY280584","05/30/2015 03:24:00 PM","068XX S RIDGELAND AVE","0110","HOMICIDE","FIRST DEGREE MURDER","HALLWAY","false","false",332,3,5,43,"01A",1189048,1859899,2015,"08/17/2015 03:03:40 PM",41.770621253,-87.582573441,"(41.770621253, -87.582573441)"
"260659",21902,"HY286550","06/03/2015 04:50:00 PM","015XX W CHASE AVE","0110","HOMICIDE","FIRST DEGREE MURDER","APARTMENT","true","true",2423,24,49,1,"01A",1164771,1948341,2015,"12/09/2015 04:02:29 PM",42.013859865,-87.669053379,"(42.013859865, -87.669053379)"
"260660",21903,"HY288244","06/04/2015 10:31:00 PM","013XX E 94TH ST","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","false","false",413,4,8,47,"01A",1186737,1842923,2015,"08/17/2015 03:03:40 PM",41.724092476,-87.591580972,"(41.724092476, -87.591580972)"
"260661",21904,"HY289299","06/05/2015 08:24:00 PM","013XX W 122ND ST","0110","HOMICIDE","FIRST DEGREE MURDER","AUTO","false","false",524,5,34,53,"01A",1169790,1823863,2015,"08/17/2015 03:03:40 PM",41.67217274,-87.654207497,"(41.67217274, -87.654207497)"
"260662",21905,"HY289570","06/05/2015 11:27:00 PM","023XX S WASHTENAW AVE","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","false","false",1034,10,12,30,"01A",1158736,1888208,2015,"08/17/2015 03:03:40 PM",41.848977129,-87.692912303,"(41.848977129, -87.692912303)"
"260663",21906,"HY289763","06/06/2015 02:13:00 AM","001XX W PERSHING RD","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","false","false",213,9,3,34,"01A",1175565,1880034,2015,"11/20/2015 03:54:58 PM",41.82618602,-87.63139377,"(41.82618602, -87.63139377)"
"260664",21909,"HY293164","06/08/2015 07:52:00 PM","092XX S ABERDEEN ST","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","false","false",2222,22,21,73,"01A",1170609,1843557,2015,"08/17/2015 03:03:40 PM",41.726198426,-87.650638587,"(41.726198426, -87.650638587)"
"260665",21910,"HY294819","06/10/2015 12:44:00 AM","056XX S ARTESIAN AVE","0110","HOMICIDE","FIRST DEGREE MURDER","YARD","false","false",824,8,16,63,"01A",1160992,1867151,2015,"08/17/2015 03:03:40 PM",41.791147759,-87.685215478,"(41.791147759, -87.685215478)"
"260666",21911,"HY295935","06/10/2015 08:35:00 PM","009XX W 32ND PL","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","true","false",913,9,11,60,"01A",1170406,1883428,2015,"08/31/2015 03:38:55 PM",41.835613582,-87.65022194,"(41.835613582, -87.65022194)"
"260667",21912,"HY295320","06/11/2015 03:45:00 PM","030XX W 63RD ST","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","true","false",823,8,15,66,"01A",1157012,1862702,2015,"04/11/2016 03:50:22 PM",41.779020474,-87.699929557,"(41.779020474, -87.699929557)"
"260668",21913,"HY297544","06/12/2015 12:45:00 AM","085XX W BRYN MAWR AVE","0110","HOMICIDE","FIRST DEGREE MURDER","APARTMENT","true","false",1614,16,41,76,"01A",1118340,1936068,2015,"08/17/2015 03:03:40 PM",41.981043015,-87.840162775,"(41.981043015, -87.840162775)"
"260669",21914,"HY297548","06/12/2015 01:45:00 AM","042XX S CALUMET AVE","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","false","false",213,2,3,38,"01A",1179138,1876966,2015,"08/17/2015 03:03:40 PM",41.817686328,-87.618378979,"(41.817686328, -87.618378979)"
"260670",21915,"HY259141","06/10/2015 12:01:00 AM","002XX W 107TH ST","0110","HOMICIDE","FIRST DEGREE MURDER","AUTO","false","false",513,5,34,49,"01A",1176567,1833986,2015,"08/17/2015 03:03:40 PM",41.699802541,-87.629100771,"(41.699802541, -87.629100771)"
"260671",21916,"HY297895","06/12/2015 12:00:00 PM","051XX W THOMAS ST","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","false","false",1531,15,37,25,"01A",1141744,1906837,2015,"08/17/2015 03:03:40 PM",41.900428297,-87.754814476,"(41.900428297, -87.754814476)"
